NR_CONTA;20010
DT. MOV;CD.OPER;OPERACAO;HIST. AUX; CONCIL.;ESPECIE;NR. DOC;CREDITO;DEBITO;SALDO;SLD. CONCIL"
31/12/2025;;;;;;;;;20.735,23;-719.729,33
02/01/2026;1040;LIQUIDACAO DE CARTAO;85533181 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;218746;346,54;;21.081,77
02/01/2026;1040;LIQUIDACAO DE CARTAO;85533181 ELO CREDITO DE CARTAO;Sim;Dinheiro;218747;118,45;;21.200,22
02/01/2026;1040;LIQUIDACAO DE CARTAO;96842334 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;218748;142,98;;21.343,20
02/01/2026;1040;LIQUIDACAO DE CARTAO;96842334 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;218749;1.302,20;;22.645,40
02/01/2026;1040;LIQUIDACAO DE CARTAO;96842334 ELO CREDITO DE CARTAO;Sim;Dinheiro;218750;48,26;;22.693,66
02/01/2026;1040;LIQUIDACAO DE CARTAO;97192082 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;218751;127,09;;22.820,75
02/01/2026;1040;LIQUIDACAO DE CARTAO;85533181 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;218810;1.419,74;;24.240,49
02/01/2026;1040;LIQUIDACAO DE CARTAO;85533181 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;218811;345,86;;24.586,35
02/01/2026;1040;LIQUIDACAO DE CARTAO;96842334 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;218812;5.196,43;;29.782,78
02/01/2026;1040;LIQUIDACAO DE CARTAO;96842334 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;218813;176,94;;29.959,72
02/01/2026;1040;LIQUIDACAO DE CARTAO;97192082 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;218814;809,68;;30.769,40
02/01/2026;1040;LIQUIDACAO DE CARTAO;97192082 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;218815;1.456,56;;32.225,96
02/01/2026;889;TRANSF. CTAS (D);CTA DEST  10 006;Sim;Dinheiro;0201;;22.000,00;10.225,96
02/01/2026;266;IOF;;Sim;Dinheiro;;;0,04;10.225,92
02/01/2026;910;PAGAMENTO EM DINHEIRO;3 635 1 FOLHA DE PAG;Sim;Dinheiro;;;2.114,92;8.111,00
