NR_CONTA;10002
DT. MOV;CD.OPER;OPERACAO;HIST. AUX; CONCIL.;ESPECIE;NR. DOC;CREDITO;DEBITO;SALDO;SLD. CONCIL"
31/12/2025;;;;;;;;;7.590,03;-380.284,27
02/01/2026;1040;LIQUIDACAO DE CARTAO;15105053 GETNET CREDITO DE CARTAO;Sim;Dinheiro;218836;1.139,17;;8.729,20
02/01/2026;1040;LIQUIDACAO DE CARTAO;15105053 GETNET CREDITO DE CARTAO;Sim;Dinheiro;218837;544,31;;9.273,51
02/01/2026;1040;LIQUIDACAO DE CARTAO;15105127 GETNET CREDITO DE CARTAO;Sim;Dinheiro;218838;858,15;;10.131,66
02/01/2026;1040;LIQUIDACAO DE CARTAO;15105127 GETNET CREDITO DE CARTAO;Sim;Dinheiro;218839;186,45;;10.318,11
02/01/2026;889;TRANSF. CTAS (D);CTA DEST  10 006;Sim;Dinheiro;0201;;5.900,00;4.418,11
02/01/2026;1040;LIQUIDACAO DE CARTAO;15105053 GETNET CREDITO DE CARTAO;Sim;Dinheiro;219113;165,47;;4.583,58
02/01/2026;1040;LIQUIDACAO DE CARTAO;15105053 GETNET CREDITO DE CARTAO;Sim;Dinheiro;219114;667,40;;5.250,98
02/01/2026;1040;LIQUIDACAO DE CARTAO;15105053 GETNET CREDITO DE CARTAO;Sim;Dinheiro;219115;579,32;;5.830,30
02/01/2026;1040;LIQUIDACAO DE CARTAO;15105127 GETNET CREDITO DE CARTAO;Sim;Dinheiro;219116;117,21;;5.947,51
02/01/2026;1040;LIQUIDACAO DE CARTAO;15105127 GETNET CREDITO DE CARTAO;Sim;Dinheiro;219117;177,66;;6.125,17
02/01/2026;1040;LIQUIDACAO DE CARTAO;15105127 GETNET CREDITO DE CARTAO;Sim;Dinheiro;219118;61,63;;6.186,80
02/01/2026;266;IOF;IOF;Sim;Outro documento;000000;;262,34;5.924,46
02/01/2026;263;TARIFA EXTRATO;TARIFAS DE CARTORIO;Sim;Dinheiro;;;19,00;5.905,46
TOTAL DIA;;;;;;;4.496,77 ;6.181,34;5.905,46;-382.429,18
03/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;99,00;;6.004,46
03/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;89,00;;6.093,46
TOTAL DIA;;;;;;;188,00 ;0,00;6.093,46;-382.429,18
04/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;66,72;;6.160,18
TOTAL DIA;;;;;;;66,72 ;0,00;6.160,18;-382.429,18
05/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;118,00;;6.278,18
05/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;39,50;;6.317,68
05/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;49,50;;6.367,18
05/01/2026;1040;LIQUIDACAO DE CARTAO;15105053 GETNET CREDITO DE CARTAO;Sim;Dinheiro;218842;333,48;;6.700,66
05/01/2026;1041;ALUGUEL P.O.S. PARA OPERADORA;15105053 POS;Sim;Dinheiro;;;241,80;6.458,86
