NR_CONTA;10001
DT. MOV;CD.OPER;OPERACAO;HIST. AUX; CONCIL.;ESPECIE;NR. DOC;CREDITO;DEBITO;SALDO;SLD. CONCIL"
31/12/2025;;;;;;;;;-52.263,18;-488.575,27
02/01/2026;910;PAGAMENTO EM DINHEIRO;5 959 1 ITAU UNIBANC;Sim;Dinheiro;;;24,21;-52.287,39
02/01/2026;910;PAGAMENTO EM DINHEIRO;65 995 1 ANDRE DOS S;Sim;Dinheiro;;;2.700,00;-54.987,39
02/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;182,00;;-54.805,39
TOTAL DIA;;;;;;;182,00 ;2.724,21;-54.805,39;-490.787,48
03/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;152,60;;-54.652,79
03/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;314,00;;-54.338,79
03/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;89,00;;-54.249,79
03/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;150,00;;-54.099,79
03/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;198,00;;-53.901,79
03/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;1.036,36;;-52.865,43
TOTAL DIA;;;;;;;1.939,96 ;0,00;-52.865,43;-490.787,48
05/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;85,29;;-52.780,14
05/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;99,00;;-52.681,14
05/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;4,44;;-52.676,70
05/01/2026;910;PAGAMENTO EM DINHEIRO;5 959 200 ITAU UNIBA;Sim;Dinheiro;;;625,76;-53.302,46
05/01/2026;889;TRANSF. CTAS (D);CTA DEST  10 006;Sim;Dinheiro;1601202603;;1.900,00;-55.202,46
TOTAL DIA;;;;;;;188,73 ;2.525,76;-55.202,46;-490.754,01
06/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;109,44;;-55.093,02
06/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;19,00;;-55.074,02
