NR_CONTA;10005
DT. MOV;CD.OPER;OPERACAO;HIST. AUX; CONCIL.;ESPECIE;NR. DOC;CREDITO;DEBITO;SALDO;SLD. CONCIL"
31/12/2025;;;;;;;;;-995.045,87;-1.005.286,44
02/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218260;133,25;;-994.912,62
02/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218273;313,11;;-994.599,51
02/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218321;2.534,46;;-992.065,05
02/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218308;120,25;;-991.944,80
02/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218302;78,75;;-991.866,05
02/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218271;78,75;;-991.787,30
02/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218269;140,25;;-991.647,05
02/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218300;71,25;;-991.575,80
02/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218289;66,25;;-991.509,55
02/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218324;149,25;;-991.360,30
02/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;20.126/1;;57,35;-991.417,65
02/01/2026;501;DEBITO IOF FATURA DESCONTADA;DESP  COB  BANCARIA;Sim;Dinheiro;20.126/2;;1,07;-991.418,72
02/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;20.126/3;;0,99;-991.419,71
02/01/2026;263;TARIFA EXTRATO;TARIFAS BANCARIAS;Sim;Outro documento;830021100041222;;1,29;-991.421,00
02/01/2026;263;TARIFA EXTRATO;IOF;Sim;Outro documento;000000391100702;;19,11;-991.440,11
02/01/2026;910;PAGAMENTO EM DINHEIRO;56 959 1 BANCO DO BR;Sim;Dinheiro;;;2.361,98;-993.802,09
TOTAL DIA;;;;;;;3.685,57 ;2.441,79;-993.802,09;-998.904,04
05/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218550;35,85;;-993.766,24
05/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218377;123,25;;-993.642,99
05/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218382;9,57;;-993.633,42
05/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218357;44,88;;-993.588,54
05/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218394;133,35;;-993.455,19
05/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218437;53,69;;-993.401,50
05/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218436;194,25;;-993.207,25
05/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218380;227,25;;-992.980,00
05/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218386;177,25;;-992.802,75
05/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218503;199,25;;-992.603,50
