NR_CONTA;20009
DT. MOV;CD.OPER;OPERACAO;HIST. AUX; CONCIL.;ESPECIE;NR. DOC;CREDITO;DEBITO;SALDO;SLD. CONCIL"
31/12/2025;;;;;;;;;-81.516,00;-1.826.949,58
02/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218313;19,25;;-81.496,75
02/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218331;83,25;;-81.413,50
02/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218332;299,25;;-81.114,25
02/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218315;389,25;;-80.725,00
02/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;20.126/1;;45,78;-80.770,78
02/01/2026;501;DEBITO IOF FATURA DESCONTADA;DESP  COB  BANCARIA;Sim;Dinheiro;20.126/2;;0,85;-80.771,63
TOTAL DIA;;;;;;;791,00 ;46,63;-80.771,63;-1.831.049,26
05/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218595;70,25;;-80.701,38
05/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218538;53,75;;-80.647,63
05/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218576;73,25;;-80.574,38
05/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218585;299,25;;-80.275,13
05/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218602;127,25;;-80.147,88
05/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218564;228,25;;-79.919,63
05/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218578;2,25;;-79.917,38
05/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218537;307,75;;-79.609,63
05/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218400;415,25;;-79.194,38
05/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;50.126/1;;6,10;-79.200,48
05/01/2026;501;DEBITO IOF FATURA DESCONTADA;DESP  COB  BANCARIA;Sim;Dinheiro;50.126/2;;0,08;-79.200,56
05/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;50.126/3;;0,30;-79.200,86
TOTAL DIA;;;;;;;1.577,25 ;6,48;-79.200,86;-1.829.478,49
06/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;60.126/1;;11,42;-79.212,28
06/01/2026;501;DEBITO IOF FATURA DESCONTADA;DESP  COB  BANCARIA;Sim;Dinheiro;60.126/2;;0,23;-79.212,51
06/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218862;257,25;;-78.955,26
TOTAL DIA;;;;;;;257,25 ;11,65;-78.955,26;-1.829.232,89
07/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218989;16,75;;-78.938,51
07/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218914;140,80;;-78.797,71
07/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218988;136,25;;-78.661,46
07/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;218976;1.049,25;;-77.612,21
07/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;70.126/1;;0,99;-77.613,20
07/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;70.126/2;;0,10;-77.613,30
TOTAL DIA;;;;;;;1.343,05 ;1,09;-77.613,30;-1.827.890,93
08/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;219220;43,25;;-77.570,05
08/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;219243;163,25;;-77.406,80
08/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;80.126/1;;0,99;-77.407,79
08/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;80.126/2;;0,10;-77.407,89
TOTAL DIA;;;;;;;206,50 ;1,09;-77.407,89;-1.827.685,52
09/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;219245;99,25;;-77.308,64
09/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;90.126/1;;0,60;-77.309,24
09/01/2026;888;TRANSF. CTAS (C);CTA ORIG  20 010;Sim;Dinheiro;0901;119,94;;-77.189,30
TOTAL DIA;;;;;;;219,19 ;0,60;-77.189,30;-1.827.466,93
12/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;120.126/1;;0,20;-77.189,50
12/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;120.126/2;;0,10;-77.189,60
TOTAL DIA;;;;;;;0,00 ;0,30;-77.189,60;-1.827.467,23
13/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;130.126/1;;44,09;-77.233,69
13/01/2026;501;DEBITO IOF FATURA DESCONTADA;DESP  COB  BANCARIA;Sim;Dinheiro;130.126/2;;1,09;-77.234,78
13/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;130.126/3;;1,98;-77.236,76
13/01/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Não;Dinheiro;;110,18;;-77.126,58
TOTAL DIA;;;;;;;110,18 ;47,16;-77.126,58;-1.827.514,39
14/01/2026;511;CREDITO RECEBIMENTO DE FATURA;RECEB  COB  BANCARIA;Sim;Dinheiro;425;290,22;;-76.836,36
14/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;140.126/1;;11,07;-76.847,43
14/01/2026;501;DEBITO IOF FATURA DESCONTADA;DESP  COB  BANCARIA;Sim;Dinheiro;140.126/2;;0,19;-76.847,62
14/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;140.126/3;;0,10;-76.847,72
TOTAL DIA;;;;;;;290,22 ;11,36;-76.847,72;-1.827.235,53
15/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220117;105,25;;-76.742,47
15/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220115;176,55;;-76.565,92
15/01/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;220107;68,75;;-76.497,17
15/01/2026;889;TRANSF. CTAS (D);CTA DEST  20 010;Sim;Dinheiro;1501;;350,55;-76.847,72
TOTAL DIA;;;;;;;350,55 ;350,55;-76.847,72;-1.827.235,53
16/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;160.126/1;;9,49;-76.857,21
16/01/2026;501;DEBITO IOF FATURA DESCONTADA;DESP  COB  BANCARIA;Sim;Dinheiro;160.126/2;;0,10;-76.857,31
